country,year,value
ARB,1979,341727182381.657
ARB,1978,252397273549.797
ARB,1977,228193318228.003
ARB,1976,197693822439.77
ARB,1975,158820613451.28
ARB,1974,143722246048.169
ARB,1973,75614829099.2822
ARB,1972,59593479016.5992
ARB,1971,49980195754.6625
ARB,1970,43245967541.0343
ARB,1969,38249920379.1188
ARB,1968,35102917960.3088
ARB,1967,0
ARB,1966,0
ARB,1965,0
ARB,1964,0
ARB,1963,0
ARB,1962,0
ARB,1961,0
ARB,1960,0
CSS,2022,94867024971.9129
CSS,2021,76123490342.5381
CSS,2020,65860096129.8181
CSS,2019,77253744414.7289
CSS,2018,76540797383.5589
CSS,2017,73779107435.1508
CSS,2016,71240254843.9807
CSS,2015,75749012501.5871
CSS,2014,77059089418.8565
CSS,2013,75356800316.8823
CSS,2012,74185116568.1063
CSS,2011,70216293656.7862
CSS,2010,64940854448.0727
CSS,2009,59841390196.0856
CSS,2008,70784637901.5853
CSS,2007,62332145605.8804
CSS,2006,56077496592.9948
CSS,2005,49313767403.2814
CSS,2004,43630425959.2462
CSS,2003,39893014716.3283
CSS,2002,37331464587.9012
CSS,2001,35580943997.6093
CSS,2000,34552588845.5197
CSS,1999,32208819361.665
CSS,1998,30366582090.5021
CSS,1997,28419094413.8668
CSS,1996,24288307616.5238
CSS,1995,22268849584.0582
CSS,1994,20203342207.8666
CSS,1993,19223181125.8207
CSS,1992,17750479192.5679
CSS,1991,18028768358.6827
CSS,1990,18145262491.2916
CSS,1989,16872864985.2535
CSS,1988,16459896532.2234
CSS,1987,15521767249.6667
CSS,1986,14441262133.357
CSS,1985,15814763391.8464
CSS,1984,15982824908.9487
CSS,1983,16735544600.9098
CSS,1982,16517790340.3855
CSS,1981,14890283921.8229
CSS,1980,13495237648.1002
CSS,1979,10835454596.5081
CSS,1978,9433730992.1005
CSS,1977,9210519152.19016
CSS,1976,7932351591.9309
CSS,1975,7706924933.12751
CSS,1974,6595573432.55087
CSS,1973,5076146308.61513
CSS,1972,4639336765.08144
CSS,1971,4017459619.79346
CSS,1970,3695313510.6399
CSS,1969,3359757126.3099
CSS,1968,3083640785.83329
CSS,1967,3102560430.51167
CSS,1966,2888720383.68635
CSS,1965,2661011039.83332
CSS,1964,2470286396.10897
CSS,1963,2290333704.26433
CSS,1962,2153914775.5786
CSS,1961,2038320109.62081
CSS,1960,1880323270.32846
CEB,2022,1944198197077.57
CEB,2021,1908002281033.51
CEB,2020,1665327992740.77
CEB,2019,1674210532695.96
CEB,2018,1648634467771.53
CEB,2017,1461306924995.73
CEB,2016,1316594480887.55
CEB,2015,1293469512790.95
CEB,2014,1463675951157.07
CEB,2013,1417459171481.04
CEB,2012,1358996129796.77
CEB,2011,1454696041345.17
CEB,2010,1316531033893.12
CEB,2009,1289846065408.44
CEB,2008,1530711739102.62
CEB,2007,1265564800459.09
CEB,2006,1001637168216.98
CEB,2005,886071992246.426
CEB,2004,763090521706.343
CEB,2003,634392755114.964
CEB,2002,528073644706.221
CEB,2001,468614929760.097
CEB,2000,428597869265.835
CEB,1999,435065154081.647
CEB,1998,448894516201.305
CEB,1997,410169356182.417
CEB,1996,416195415174.039
CEB,1995,393418186744.059
CEB,1994,310993103188.365
CEB,1993,274155699209.854
CEB,1992,260007192125.902
CEB,1991,242589999851.319
CEB,1990,255342985523.694
CEB,1989,0
CEB,1988,0
CEB,1987,0
CEB,1986,0
CEB,1985,0
CEB,1984,0
CEB,1983,0
CEB,1982,0
CEB,1981,0
CEB,1980,0
CEB,1979,0
CEB,1978,0
CEB,1977,0
CEB,1976,0
CEB,1975,0
CEB,1974,0
CEB,1973,0
CEB,1972,0
CEB,1971,0
CEB,1970,0
CEB,1969,0
CEB,1968,0
CEB,1967,0
CEB,1966,0
CEB,1965,0
CEB,1964,0
CEB,1963,0
CEB,1962,0
CEB,1961,0
CEB,1960,0
EAR,2022,14148420366433
EAR,2021,12716982787446.9
EAR,2020,10941489484833.4
EAR,2019,11743140069332.9
EAR,2018,11504322295794.5
EAR,2017,11373004521325.6
EAR,2016,10517811163244
EAR,2015,10216824786817.1
EAR,2014,10740227594970.9
EAR,2013,10385185617015.8
EAR,2012,10243728784860.3
EAR,2011,9795626070584.85
EAR,2010,8884031209798.03
EAR,2009,7332396156532.94
EAR,2008,7616765103128.28
EAR,2007,6757951141668.01
EAR,2006,5711797202730.39
EAR,2005,4998498520541.23
EAR,2004,4292615595215.03
EAR,2003,3692647658895.92
EAR,2002,3321585463361.85
EAR,2001,3414281661317.57
EAR,2000,3440095511579.21
EAR,1999,3146557650838.15
EAR,1998,2975617396106
EAR,1997,3007027240585.32
EAR,1996,2814604962976.37
EAR,1995,2589976163835.73
EAR,1994,2549155455096.38
EAR,1993,2423181289063.27
EAR,1992,2173358590938.42
EAR,1991,1975737934666.1
EAR,1990,1865383681841.56
EAR,1989,1589428971661.2
EAR,1988,1559723568017.21
EAR,1987,1498232946401.19
EAR,1986,1475759117115.51
EAR,1985,1460132634641.71
EAR,1984,1459662641982.74
EAR,1983,1435738141021.54
EAR,1982,1443093208304.9
EAR,1981,1529352460730.91
EAR,1980,1363197371643.12
EAR,1979,1085897257201.83
EAR,1978,892438011210.26
EAR,1977,793458796947.938
EAR,1976,706852842249.965
EAR,1975,639682910662.153
EAR,1974,568522750972.384
EAR,1973,405416698140.742
EAR,1972,323444302441.409
EAR,1971,293755085805.487
EAR,1970,271582625956.434
EAR,1969,254979072046.622
EAR,1968,230290144067.622
EAR,1967,211738371298.049
EAR,1966,194538356325.161
EAR,1965,199046271838.632
EAR,1964,185276934941.442
EAR,1963,166775260631.99
EAR,1962,148511640353.484
EAR,1961,144519229589.21
EAR,1960,136037236022.39
EAS,2022,30712490177155.8
EAS,2021,31141271720840.7
EAS,2020,27155249687649.4
EAS,2019,27032674446875.7
EAS,2018,26487849774769.5
EAS,2017,24329068203247.4
EAS,2016,22775818467016.9
EAS,2015,21995286337605.6
EAS,2014,22089565874969.3
EAS,2013,21411260037373
EAS,2012,21174153362040.6
EAS,2011,19796911407672.4
EAS,2010,17078044883355.3
EAS,2009,14630626964216.5
EAS,2008,14220141864723.5
EAS,2007,12331154735962.7
EAS,2006,11034808224299.4
EAS,2005,10411317309554.8
EAS,2004,9758433473126.78
EAS,2003,8702207399274.63
EAS,2002,7912757790984.26
EAS,2001,7789508076035.07
EAS,2000,8377349540465.25
EAS,1999,7743499881489.53
EAS,1998,6931652345852.65
EAS,1997,7743791381646.73
EAS,1996,8101522614539.11
EAS,1995,8407703049147.34
EAS,1994,7404462060278.98
EAS,1993,6794132980257.29
EAS,1992,5983315055353.09
EAS,1991,5442893719943.36
EAS,1990,4825135527454.89
EAS,1989,4699843182591
EAS,1988,4504813026702.21
EAS,1987,3722067437665.06
EAS,1986,3123521291594.5
EAS,1985,2388199816977.65
EAS,1984,2317598624736
EAS,1983,2190091680061.64
EAS,1982,2066221743484.45
EAS,1981,2122690614910.9
EAS,1980,1956050522366.85
EAS,1979,1789114467940.66
EAS,1978,1638378937430.28
EAS,1977,1241411064805.24
EAS,1976,1041522827811.58
EAS,1975,946981108642.51
EAS,1974,865270508011.097
EAS,1973,751253809753.238
EAS,1972,569888244632.692
EAS,1971,458922270374.23
EAS,1970,413453241726.742
EAS,1969,346736994547.53
EAS,1968,301107124936.329
EAS,1967,273161617537.021
EAS,1966,251973597080.543
EAS,1965,225488669971.227
EAS,1964,202562423066.157
EAS,1963,176591740764.433
EAS,1962,158343678297.945
EAS,1961,155127329777.047
EAS,1960,154531117498.847
EAP,2022,21193771562304.2
EAP,2021,20839170495754.4
EAP,2020,17487617929386.2
EAP,2019,17213484850175.7
EAP,2018,16640611153965.4
EAP,2017,14881358665109.3
EAP,2016,13614767442825.3
EAP,2015,13323575118311
EAP,2014,12800321230512.3
EAP,2013,11870263413707.7
EAP,2012,10760102571844.5
EAP,2011,9650874833463.72
EAP,2010,7900717379136.99
EAP,2009,6491437866223.52
EAP,2008,5987288782012.8
EAP,2007,4731966528028.2
EAP,2006,3742964683361.41
EAP,2005,3107883641018.91
EAP,2004,2683100487725.37
EAP,2003,2314011252023.51
EAP,2002,2044520658576.39
EAP,2001,1847274952029.41
EAP,2000,1736282412283.76
EAP,1999,1578157584193.18
EAP,1998,1433291024362.18
EAP,1997,1570740162412.87
EAP,1996,1518455507723.8
EAP,1995,1322145813137.5
EAP,1994,1071935566240.48
EAP,1993,1065302995858.91
EAP,1992,877362176380.162
EAP,1991,753373284604.071
EAP,1990,700806537275.491
EAP,1989,731371096234.131
EAP,1988,671230992472.807
EAP,1987,573139844210.078
EAP,1986,524527484216.865
EAP,1985,526595680660.176
EAP,1984,536107419362.828
EAP,1983,520080383599.955
EAP,1982,505124567100.458
EAP,1981,500272671887.511
EAP,1980,496964005300.724
EAP,1979,415804276283.969
EAP,1978,353942305873.331
EAP,1977,290805897713.515
EAP,1976,252125312885.178
EAP,1975,247986366608.588
EAP,1974,220956027398.337
EAP,1973,195161241017.719
EAP,1972,155097596858.826
EAP,1971,136759553355.914
EAP,1970,127160158109.685
EAP,1969,114537042435.736
EAP,1968,102059353350.667
EAP,1967,100856102485.701
EAP,1966,103790138430.232
EAP,1965,94903578451.4481
EAP,1964,81488124865.1323
EAP,1963,70599611075.0736
EAP,1962,65257525577.138
EAP,1961,71458883064.7028
EAP,1960,81012790663.6159
TEA,2022,21167325456079.4
TEA,2021,20813163295456.1
TEA,2020,17465796008751.6
TEA,2019,17192007435430.8
TEA,2018,16619858519557.6
TEA,2017,14862792217017.2
TEA,2016,13597778727368.9
TEA,2015,13306939164821.9
TEA,2014,12784356235858.6
TEA,2013,11855460858548.1
TEA,2012,10746699916765.3
TEA,2011,9638828252887.68
TEA,2010,7890849701684.84
TEA,2009,6483330322061.3
TEA,2008,5979810899729.63
TEA,2007,4726056492626.06
TEA,2006,3738289871387.02
TEA,2005,3104002019660.15
TEA,2004,2679749403397.96
TEA,2003,2311121145269.92
TEA,2002,2041967134708.25
TEA,2001,1844967780095.86
TEA,2000,1734113865557.17
TEA,1999,1576186529001.33
TEA,1998,1431500901662.58
TEA,1997,1568778371281.75
TEA,1996,1516559018018.29
TEA,1995,1320494506325.39
TEA,1994,1070596761938.34
TEA,1993,1063972475369.76
TEA,1992,876266386396.824
TEA,1991,752432351747.37
TEA,1990,699931258166.728
TEA,1989,730457643223.582
TEA,1988,670392652027.026
TEA,1987,572424015653.474
TEA,1986,523872370537.858
TEA,1985,525937983887.2
TEA,1984,535437842811.723
TEA,1983,519430824170.312
TEA,1982,504493686882.609
TEA,1981,499647851491.156
TEA,1980,496343317295.533
TEA,1979,415284953507.985
TEA,1978,353500246204.135
TEA,1977,290442692872.471
TEA,1976,251810418534.995
TEA,1975,247676641635.425
TEA,1974,220680062228.993
TEA,1973,194917492496.527
TEA,1972,154903886213.834
TEA,1971,136588746187.874
TEA,1970,127001340199.262
TEA,1969,114393990287.83
TEA,1968,101931885333.332
TEA,1967,100730137280.181
TEA,1966,103660508732.117
TEA,1965,94785047708.444
TEA,1964,81386349482.7507
TEA,1963,70511435007.3945
TEA,1962,65176021558.8546
TEA,1961,71369633800.9542
TEA,1960,80911608954.4867
EMU,2022,14135993853097.4
EMU,2021,14685655202079
EMU,2020,13097221769307.9
EMU,2019,13419058235305.8
EMU,2018,13699182177638.3
EMU,2017,12680502706640.5
EMU,2016,11973070933908.1
EMU,2015,11676028077021.1
EMU,2014,13510511024317.1
EMU,2013,13196005019503.3
EMU,2012,12638197128387.1
EMU,2011,13637982373543.1
EMU,2010,12641677890245.3
EMU,2009,12938506901334.7
EMU,2008,14158257823443.4
EMU,2007,12879111927824.6
EMU,2006,11184044963054.4
EMU,2005,10523534336511.9
EMU,2004,10160380132192.4
EMU,2003,8862289873827.47
EMU,2002,7199933607614.25
EMU,2001,6596320042254.54
EMU,2000,6495501325013.47
EMU,1999,7116212677298.5
EMU,1998,7149215002406.38
EMU,1997,6952189647138.43
EMU,1996,7604358498831.92
EMU,1995,7515452849974.94
EMU,1994,6515617848992.98
EMU,1993,6172471796791.99
EMU,1992,6745618204470.38
EMU,1991,6114122875186.22
EMU,1990,5880688023843.26
EMU,1989,4672689376253.42
EMU,1988,4574521460012.74
EMU,1987,4159431451515.9
EMU,1986,3362907352245.57
EMU,1985,2396184860778.49
EMU,1984,2332403164199.5
EMU,1983,2431611024346.65
EMU,1982,2492495326231.07
EMU,1981,2574375219647.74
EMU,1980,2962181083319.03
EMU,1979,2644833842318.66
EMU,1978,2183345400877.01
EMU,1977,1782978319993.57
EMU,1976,1567495790394.23
EMU,1975,1501998691902.07
EMU,1974,1295371310379.11
EMU,1973,1142236798783.01
EMU,1972,879866451210.211
EMU,1971,728350687665.193
EMU,1970,642618205440.966
EMU,1969,579332897735.763
EMU,1968,518991679523.801
EMU,1967,483418609566.274
EMU,1966,444882753309.621
EMU,1965,407740569138.291
EMU,1964,373024154759.547
EMU,1963,335341767111.3
EMU,1962,298819073251.177
EMU,1961,268965206140.915
EMU,1960,244832979621.286
ECS,2022,25344209837077.1
ECS,2021,25324876871395.7
ECS,2020,22156584402676.9
ECS,2019,22907909231787.3
ECS,2018,23188460071899.6
ECS,2017,21652739213015.3
ECS,2016,20408422727022.5
ECS,2015,20480970346558.5
ECS,2014,23783815080046.5
ECS,2013,23454504187753
ECS,2012,22453172441445.4
ECS,2011,23305492283126.4
ECS,2010,21016244485056.3
ECS,2009,20544984633327.2
ECS,2008,23363317725408.3
ECS,2007,21227695909963.2
ECS,2006,18167734620079.1
ECS,2005,16780902188907
ECS,2004,15775499878104.7
ECS,2003,13534592292253
ECS,2002,11134322383715.6
ECS,2001,10168292218080.4
ECS,2000,10065921815731.6
ECS,1999,10676421794307.5
ECS,1998,10794675569889.6
ECS,1997,10522039639341.4
ECS,1996,11093995531284.8
ECS,1995,10869124487155.2
ECS,1994,9412764456412.25
ECS,1993,9002961946838.44
ECS,1992,9793519248255.8
ECS,1991,9129547622124.37
ECS,1990,8844416306688.17
ECS,1989,7228867549798.31
ECS,1988,7136188537844.64
ECS,1987,6412249080794.94
ECS,1986,5189099124582.14
ECS,1985,3801763674325.19
ECS,1984,3673631584182.02
ECS,1983,3822429053450.74
ECS,1982,3939796038276.29
ECS,1981,4088697189096.71
ECS,1980,4593786019657.15
ECS,1979,4056001260580.3
ECS,1978,3316315487062.18
ECS,1977,2716475752925.29
ECS,1976,2397117543413.65
ECS,1975,2307486263779.98
ECS,1974,1973567780630.55
ECS,1973,1747095591250.98
ECS,1972,1375499419930.67
ECS,1971,1147625624147.85
ECS,1970,1018620304076.31
ECS,1969,919719196406.616
ECS,1968,831525946548.114
ECS,1967,794915876429.053
ECS,1966,738130953212.589
ECS,1965,0
ECS,1964,0
ECS,1963,0
ECS,1962,0
ECS,1961,0
ECS,1960,0
ECA,2022,4129330109662.66
ECA,2021,3580124604033.79
ECA,2020,2991607694833.72
ECA,2019,3250597309710.46
ECA,2018,3183375960368.66
ECA,2017,3118391538150.37
ECA,2016,2777844494431.75
ECA,2015,2921672028195.23
ECA,2014,3845772639012.83
ECA,2013,4150280509009.24
ECA,2012,3914682847733.44
ECA,2011,3670091075706.84
ECA,2010,2953123347551.59
ECA,2009,2437810906121.28
ECA,2008,3110392920503.27
ECA,2007,2509469282749.61
ECA,2006,1950105962933.63
ECA,2005,1589623253702.44
ECA,2004,1256021644137.52
ECA,2003,947224219829.565
ECA,2002,750707740327.68
ECA,2001,655068116328.393
ECA,2000,662865533121.624
ECA,1999,591797663564.306
ECA,1998,705490152949.695
ECA,1997,761417341296.376
ECA,1996,729341592559.419
ECA,1995,721536976115.354
ECA,1994,674045599737.302
ECA,1993,785265792624.011
ECA,1992,791014140633.35
ECA,1991,859564888121.993
ECA,1990,879067803641.86
ECA,1989,820691714108.679
ECA,1988,850630595097.822
ECA,1987,0
ECA,1986,0
ECA,1985,0
ECA,1984,0
ECA,1983,0
ECA,1982,0
ECA,1981,0
ECA,1980,0
ECA,1979,0
ECA,1978,0
ECA,1977,0
ECA,1976,0
ECA,1975,0
ECA,1974,0
ECA,1973,0
ECA,1972,0
ECA,1971,0
ECA,1970,0
ECA,1969,0
ECA,1968,0
ECA,1967,0
ECA,1966,0
ECA,1965,0
ECA,1964,0
ECA,1963,0
ECA,1962,0
ECA,1961,0
ECA,1960,0
TEC,2022,5189746524698.23
TEC,2021,4616362221588.67
TEC,2020,3900173017455.42
TEC,2019,4159143876282.08
TEC,2018,4076953150706.89
TEC,2017,3909241583631.23
TEC,2016,3485669672370.61
TEC,2015,3627524552717.48
TEC,2014,4643909258334.67
TEC,2013,4915322787867.55
TEC,2012,4646400812533.98
TEC,2011,4449815096966.39
TEC,2010,3657668750248.08
TEC,2009,3113730517230.92
TEC,2008,3926829039903.42
TEC,2007,3172403579220.17
TEC,2006,2466363755929.98
TEC,2005,2039291684089.26
TEC,2004,1628013641798.5
TEC,2003,1258196358985.56
TEC,2002,1022699839151.1
TEC,2001,909540950477.432
TEC,2000,894544565018.176
TEC,1999,821675351388.169
TEC,1998,947828018893.934
TEC,1997,980496944235.474
TEC,1996,950621808513.41
TEC,1995,924001755656.671
TEC,1994,834828070354.583
TEC,1993,928725528824.848
TEC,1992,931485784159.174
TEC,1991,995788653279.654
TEC,1990,1004870546469.25
TEC,1989,945255042383.32
TEC,1988,976593219923.992
TEC,1987,0
TEC,1986,0
TEC,1985,0
TEC,1984,0
TEC,1983,0
TEC,1982,0
TEC,1981,0
TEC,1980,0
TEC,1979,0
TEC,1978,0
TEC,1977,0
TEC,1976,0
TEC,1975,0
TEC,1974,0
TEC,1973,0
TEC,1972,0
TEC,1971,0
TEC,1970,0
TEC,1969,0
TEC,1968,0
TEC,1967,0
TEC,1966,0
TEC,1965,0
TEC,1964,0
TEC,1963,0
TEC,1962,0
TEC,1961,0
TEC,1960,0
EUU,2022,16746544871112
EUU,2021,17315218527836.1
EUU,2020,15381174426002.4
EUU,2019,15693432719569.6
EUU,2018,15980992271824.8
EUU,2017,14765543450855
EUU,2016,13888512857169
EUU,2015,13553676666875.9
EUU,2014,15651155752825.7
EUU,2013,15294695568087
EUU,2012,14641507897977.1
EUU,2011,15765045684120.1
EUU,2010,14556037351406
EUU,2009,14762732184092.9
EUU,2008,16295383915395.2
EUU,2007,14727519982190.6
EUU,2006,12712635610430.1
EUU,2005,11910068707011.7
EUU,2004,11418900352971.1
EUU,2003,9932133486284.8
EUU,2002,8083519004561.54
EUU,2001,7393612739232.78
EUU,2000,7276390991857.45
EUU,1999,7925877863372.77
EUU,1998,7969828384040.82
EUU,1997,7733772686274.64
EUU,1996,8431354015024.83
EUU,1995,8295832183149.51
EUU,1994,7161925326227.77
EUU,1993,6761164498941.44
EUU,1992,7406346647462.83
EUU,1991,6735918095931.52
EUU,1990,6497764960998.87
EUU,1989,5193045049320.93
EUU,1988,5083941391067.04
EUU,1987,4630939521325.74
EUU,1986,3743790443177.26
EUU,1985,2677481057422.57
EUU,1984,2603220591295.78
EUU,1983,2701887970990.39
EUU,1982,2777190076954.51
EUU,1981,2879790705886.44
EUU,1980,3302959936728.89
EUU,1979,2952640055239.03
EUU,1978,2442533896219.61
EUU,1977,2004765804618.25
EUU,1976,1769935318587.38
EUU,1975,1690761494478.92
EUU,1974,1451653955755.56
EUU,1973,1281934381027.14
EUU,1972,990362172790.346
EUU,1971,820757859994.292
EUU,1970,725882347880.346
EUU,1969,0
EUU,1968,0
EUU,1967,0
EUU,1966,0
EUU,1965,0
EUU,1964,0
EUU,1963,0
EUU,1962,0
EUU,1961,0
EUU,1960,0
FCS,2022,1906134056805.45
FCS,2021,1782595197351.42
FCS,2020,1666563897599.33
FCS,2019,1838740662542.85
FCS,2018,1735106586568.33
FCS,2017,1654879733871.17
FCS,2016,1562107520222.84
FCS,2015,1656886439406.9
FCS,2014,2080902833468.18
FCS,2013,1958466454077.53
FCS,2012,1888886097184.67
FCS,2011,1689762063599.2
FCS,2010,1802880871890.26
FCS,2009,1521389688352.31
FCS,2008,1646380142512.02
FCS,2007,1297384801980.81
FCS,2006,1064256763312.95
FCS,2005,858449973771.2
FCS,2004,683098771421.209
FCS,2003,543431874619.906
FCS,2002,516350189034.186
FCS,2001,525114548136.428
FCS,2000,528316634352.732
FCS,1999,455600793837.261
FCS,1998,589888835850.628
FCS,1997,573407469041.073
FCS,1996,513501426607.118
FCS,1995,470647685122.629
FCS,1994,387422713799.931
FCS,1993,373427180677.431
FCS,1992,364561464351.942
FCS,1991,400453801388.403
FCS,1990,560666457491.649
FCS,1989,387026945952.055
FCS,1988,392458465605.443
FCS,1987,374331340505.548
FCS,1986,363763056776.336
FCS,1985,373471488874.344
FCS,1984,369274294231.899
FCS,1983,405242033126.632
FCS,1982,475070488573.673
FCS,1981,498814510411.367
FCS,1980,349510591210.244
FCS,1979,273171200189.151
FCS,1978,212462321542.409
FCS,1977,192708150116.276
FCS,1976,177928369331.057
FCS,1975,147968477634.526
FCS,1974,131587080078.986
FCS,1973,86153958081.8353
FCS,1972,70634250872.8041
FCS,1971,61399014249.9906
FCS,1970,61465995002.776
FCS,1969,48810492501.7773
FCS,1968,44702995409.2719
FCS,1967,0
FCS,1966,0
FCS,1965,0
FCS,1964,0
FCS,1963,0
FCS,1962,0
FCS,1961,0
FCS,1960,0
HPC,2022,980688371242.572
HPC,2021,901695869344.623
HPC,2020,811638956819.199
HPC,2019,802980678249.156
HPC,2018,774573998850.906
HPC,2017,813073071032.465
HPC,2016,734760223878.46
HPC,2015,700456747973.292
HPC,2014,721566723616.047
HPC,2013,678796388932.862
HPC,2012,610600221849.418
HPC,2011,589555494365.611
HPC,2010,525994492647.268
HPC,2009,476559744369.175
HPC,2008,470413768080.616
HPC,2007,395383048262.46
HPC,2006,329779224429.823
HPC,2005,279216950627.647
HPC,2004,243337539451.888
HPC,2003,211405013752.738
HPC,2002,186767852588.124
HPC,2001,172625858368.129
HPC,2000,177609052466.514
HPC,1999,163851765874.226
HPC,1998,163053123872.592
HPC,1997,154524113488.514
HPC,1996,148210088017.774
HPC,1995,136391947077.548
HPC,1994,116865539463.731
HPC,1993,137981322384.669
HPC,1992,133471906673.795
HPC,1991,178848812133.215
HPC,1990,164021216548.024
HPC,1989,141692711288.93
HPC,1988,139262053659.572
HPC,1987,129512120892.956
HPC,1986,118925024229.266
HPC,1985,101951663360.838
HPC,1984,105358309004.826
HPC,1983,101110842670.083
HPC,1982,103442031043.238
HPC,1981,106329101226.376
HPC,1980,106548459883.928
HPC,1979,96166216635.351
HPC,1978,83576725987.3931
HPC,1977,70990175561.9013
HPC,1976,61705881254.2074
HPC,1975,56702425640.3388
HPC,1974,48533151935.3025
HPC,1973,41314823603.036
HPC,1972,33778914292.9758
HPC,1971,31104926324.8995
HPC,1970,29377450919.7279
HPC,1969,27540605696.3552
HPC,1968,25604378671.2037
HPC,1967,24575642156.8128
HPC,1966,23724564497.9833
HPC,1965,21936940148.6963
HPC,1964,19786049553.0782
HPC,1963,18113653277.2232
