country,year,value
EAR,2013,3037084158
EAR,2012,2994346938
EAR,2011,2951423688
EAR,2010,2907916947
EAR,2009,2864298814
EAR,2008,2820636607
EAR,2007,2776922505
EAR,2006,2733278857
EAR,2005,2689792006
EAR,2004,2646483605
EAR,2003,2603300762
EAR,2002,2560101448
EAR,2001,2516662185
EAR,2000,2472852816
EAR,1999,2428606122
EAR,1998,2384127937
EAR,1997,2339379359
EAR,1996,2294576653
EAR,1995,2249993925
EAR,1994,2205758867
EAR,1993,2161761687
EAR,1992,2117785781
EAR,1991,2073591177
EAR,1990,2028993568
EAR,1989,1982160339
EAR,1988,1937278919
EAR,1987,1892336352
EAR,1986,1847526576
EAR,1985,1803032659
EAR,1984,1758863284
EAR,1983,1715134126
EAR,1982,1672134835
EAR,1981,1630293423
EAR,1980,1589897378
EAR,1979,1551093148
EAR,1978,1513819992
EAR,1977,1477869964
EAR,1976,1442862522
EAR,1975,1408534717
EAR,1974,1374824941
EAR,1973,1341779503
EAR,1972,1309397210
EAR,1971,1277799456
EAR,1970,1246947673
EAR,1969,1216839339
EAR,1968,1187474694
EAR,1967,1158861175
EAR,1966,1130947721
EAR,1965,1103859981
EAR,1964,1077531237
EAR,1963,1051972834
EAR,1962,1027204700
EAR,1961,1003194972
EAR,1960,980003345
EAS,2021,2368622859
EAS,2020,2361517682
EAS,2019,2351127942
EAS,2018,2338485387
EAS,2017,2324120551
EAS,2016,2307707227
EAS,2015,2291503725
EAS,2014,2275075985
EAS,2013,2257904491
EAS,2012,2240312711
EAS,2011,2222577723
EAS,2010,2206884622
EAS,2009,2192059400
EAS,2008,2177119138
EAS,2007,2161785511
EAS,2006,2146744105
EAS,2005,2131146847
EAS,2004,2115458625
EAS,2003,2099602481
EAS,2002,2083186086
EAS,2001,2065912033
EAS,2000,2047640091
EAS,1999,2028650228
EAS,1998,2008705487
EAS,1997,1987315524
EAS,1996,1965146473
EAS,1995,1942464423
EAS,1994,1919576721
EAS,1993,1896190507
EAS,1992,1872676768
EAS,1991,1848265154
EAS,1990,1822134188
EAS,1989,1795112149
EAS,1988,1767394678
EAS,1987,1739049562
EAS,1986,1710979840
EAS,1985,1684377898
EAS,1984,1659196213
EAS,1983,1634587947
EAS,1982,1608709544
EAS,1981,1582802675
EAS,1980,1559219642
EAS,1979,1536454977
EAS,1978,1513242365
EAS,1977,1490458433
EAS,1976,1467572978
EAS,1975,1442992143
EAS,1974,1416257332
EAS,1973,1386816705
EAS,1972,1355934840
EAS,1971,1324084663
EAS,1970,1289442011
EAS,1969,1256501888
EAS,1968,1224481196
EAS,1967,1194423916
EAS,1966,1165660993
EAS,1965,1135760430
EAS,1964,1109291332
EAS,1963,1083884354
EAS,1962,1058119847
EAS,1961,1043656626
EAS,1960,1041673567
EAP,2021,2122086315
EAP,2020,2114009483
EAP,2019,2103723076
EAP,2018,2091698238
EAP,2017,2077988679
EAP,2016,2062250022
EAP,2015,2046847689
EAP,2014,2031203532
EAP,2013,2014796921
EAP,2012,1997902548
EAP,2011,1980957952
EAP,2010,1965972280
EAP,2009,1952035667
EAP,2008,1938075970
EAP,2007,1924037330
EAP,2006,1909911027
EAP,2005,1895295259
EAP,2004,1880268773
EAP,2003,1865152550
EAP,2002,1849627169
EAP,2001,1833442370
EAP,2000,1816474904
EAP,1999,1798658267
EAP,1998,1779806863
EAP,1997,1759768570
EAP,1996,1738967370
EAP,1995,1717918821
EAP,1994,1696480853
EAP,1993,1674596506
EAP,1992,1652544138
EAP,1991,1629647064
EAP,1990,1605202723
EAP,1989,1579680966
EAP,1988,1553562636
EAP,1987,1526788538
EAP,1986,1500324330
EAP,1985,1475353577
EAP,1984,1451914914
EAP,1983,1429192105
EAP,1982,1405401300
EAP,1981,1381744531
EAP,1980,1360449290
EAP,1979,1339887224
EAP,1978,1318997911
EAP,1977,1298416025
EAP,1976,1277799717
EAP,1975,1255581230
EAP,1974,1231494202
EAP,1973,1204968832
EAP,1972,1176921767
EAP,1971,1147919427
EAP,1970,1117174724
EAP,1969,1087066238
EAP,1968,1057860301
EAP,1967,1030352359
EAP,1966,1003810717
EAP,1965,976371564
EAP,1964,952505018
EAP,1963,929645285
EAP,1962,906424232
EAP,1961,894489549
EAP,1960,894885526
TEA,2021,2096155040
TEA,2020,2088186305
TEA,2019,2078012370
TEA,2018,2066103849
TEA,2017,2052513823
TEA,2016,2036897092
TEA,2015,2021618425
TEA,2014,2006100237
TEA,2013,1989821912
TEA,2012,1973056377
TEA,2011,1956238874
TEA,2010,1941377365
TEA,2009,1927560597
TEA,2008,1913718217
TEA,2007,1899800479
TEA,2006,1885806879
TEA,2005,1871341383
TEA,2004,1856486255
TEA,2003,1841560611
TEA,2002,1826238741
TEA,2001,1810261111
TEA,2000,1793498345
TEA,1999,1775880197
TEA,1998,1757224496
TEA,1997,1737388723
TEA,1996,1716810410
TEA,1995,1696013989
TEA,1994,1674861271
TEA,1993,1653289936
TEA,1992,1631566861
TEA,1991,1608998997
TEA,1990,1584871821
TEA,1989,1559650590
TEA,1988,1533819032
TEA,1987,1507322673
TEA,1986,1481135104
TEA,1985,1456445331
TEA,1984,1433295157
TEA,1983,1410865643
TEA,1982,1387365779
TEA,1981,1363987476
TEA,1980,1342952249
TEA,1979,1322627340
TEA,1978,1301958170
TEA,1977,1281596019
TEA,1976,1261221802
TEA,1975,1239283626
TEA,1974,1215519592
TEA,1973,1189353305
TEA,1972,1161692236
TEA,1971,1133088596
TEA,1970,1102743524
TEA,1969,1073035646
TEA,1968,1044230688
TEA,1967,1017110642
TEA,1966,990927362
TEA,1965,963806224
TEA,1964,940205341
TEA,1963,917563058
TEA,1962,894536202
TEA,1961,882807979
TEA,1960,883445587
EMU,2021,342566541
EMU,2020,342708355
EMU,2019,342283354
EMU,2018,341979171
EMU,2017,341217243
EMU,2016,340481755
EMU,2015,339488382
EMU,2014,338462234
EMU,2013,337302111
EMU,2012,336159199
EMU,2011,335419656
EMU,2010,336151482
EMU,2009,335360891
EMU,2008,334274725
EMU,2007,332645162
EMU,2006,330922785
EMU,2005,329380417
EMU,2004,327682513
EMU,2003,325885957
EMU,2002,324125339
EMU,2001,322547874
EMU,2000,321310789
EMU,1999,320258891
EMU,1998,319433985
EMU,1997,318761752
EMU,1996,318003013
EMU,1995,317181461
EMU,1994,316366781
EMU,1993,315449093
EMU,1992,314162056
EMU,1991,312708132
EMU,1990,311262608
EMU,1989,309837575
EMU,1988,308516476
EMU,1987,307488377
EMU,1986,306640636
EMU,1985,305877743
EMU,1984,305299144
EMU,1983,304787497
EMU,1982,304174261
EMU,1981,303343114
EMU,1980,302184216
EMU,1979,300886487
EMU,1978,299652841
EMU,1977,298441848
EMU,1976,297251532
EMU,1975,295923529
EMU,1974,294399217
EMU,1973,292728242
EMU,1972,290874612
EMU,1971,288923399
EMU,1970,287338854
EMU,1969,285778639
EMU,1968,283866408
EMU,1967,281974870
EMU,1966,279969050
EMU,1965,277650954
EMU,1964,275163380
EMU,1963,272655396
EMU,1962,270110063
EMU,1961,267621091
EMU,1960,265203956
ECS,2021,923753699
ECS,2020,922976036
ECS,2019,920807612
ECS,2018,918031055
ECS,2017,914608311
ECS,2016,910870489
ECS,2015,906669764
ECS,2014,902367876
ECS,2013,898022522
ECS,2012,893755804
ECS,2011,890136603
ECS,2010,887904313
ECS,2009,884448855
ECS,2008,880911644
ECS,2007,877278821
ECS,2006,874134287
ECS,2005,871433207
ECS,2004,868783653
ECS,2003,866189044
ECS,2002,863908064
ECS,2001,862339994
ECS,2000,861270071
ECS,1999,860311870
ECS,1998,859296518
ECS,1997,858163120
ECS,1996,856856802
ECS,1995,855490982
ECS,1994,854082087
ECS,1993,851973886
ECS,1992,848878429
ECS,1991,845399658
ECS,1990,841536999
ECS,1989,837438555
ECS,1988,832553390
ECS,1987,827505281
ECS,1986,822470047
ECS,1985,817497806
ECS,1984,812662217
ECS,1983,807903880
ECS,1982,803342746
ECS,1981,798559755
ECS,1980,793299463
ECS,1979,787910910
ECS,1978,782653852
ECS,1977,777422111
ECS,1976,772129341
ECS,1975,766625562
ECS,1974,761029417
ECS,1973,755259488
ECS,1972,749283635
ECS,1971,743140589
ECS,1970,737524825
ECS,1969,731903738
ECS,1968,725725300
ECS,1967,719406020
ECS,1966,712830312
ECS,1965,706070460
ECS,1964,698355574
ECS,1963,690411692
ECS,1962,682397828
ECS,1961,674450666
ECS,1960,666753356
ECA,2021,401828885
ECA,2020,400895993
ECA,2019,399386100
ECA,2018,397406103
ECA,2017,395257485
ECA,2016,392836210
ECA,2015,390258029
ECA,2014,387621858
ECA,2013,385050864
ECA,2012,382476923
ECA,2011,380138981
ECA,2010,377813291
ECA,2009,375654151
ECA,2008,373834315
ECA,2007,372310742
ECA,2006,371295237
ECA,2005,370609108
ECA,2004,370059210
ECA,2003,369571302
ECA,2002,369249571
ECA,2001,369175354
ECA,2000,369135190
ECA,1999,369016122
ECA,1998,369017645
ECA,1997,368733376
ECA,1996,368312923
ECA,1995,367887617
ECA,1994,367545578
ECA,1993,366753479
ECA,1992,365331816
ECA,1991,363436990
ECA,1990,361192206
ECA,1989,358915202
ECA,1988,355779852
ECA,1987,352277823
ECA,1986,348642900
ECA,1985,345006487
ECA,1984,341334694
ECA,1983,337643744
ECA,1982,334202532
ECA,1981,330769542
ECA,1980,327228917
ECA,1979,323737511
ECA,1978,320328643
ECA,1977,316954391
ECA,1976,313549230
ECA,1975,310138194
ECA,1974,306887355
ECA,1973,303586616
ECA,1972,300287193
ECA,1971,296984143
ECA,1970,293690910
ECA,1969,290423895
ECA,1968,287134686
ECA,1967,283832745
ECA,1966,280497635
ECA,1965,277095486
ECA,1964,272959744
ECA,1963,268766831
ECA,1962,264562393
ECA,1961,260376316
ECA,1960,256240323
TEC,2021,462624055
TEC,2020,462100263
TEC,2019,460788476
TEC,2018,458942666
TEC,2017,456945557
TEC,2016,454682913
TEC,2015,452263661
TEC,2014,449780961
TEC,2013,447330442
TEC,2012,444865680
TEC,2011,442630386
TEC,2010,440398383
TEC,2009,438478422
TEC,2008,436807654
TEC,2007,435624501
TEC,2006,434941423
TEC,2005,434404383
TEC,2004,433997780
TEC,2003,433653597
TEC,2002,433512605
TEC,2001,433855042
TEC,2000,434305092
TEC,1999,434661030
TEC,1998,434720605
TEC,1997,434471934
TEC,1996,434113394
TEC,1995,433786915
TEC,1994,433470465
TEC,1993,432578630
TEC,1992,431065585
TEC,1991,429373360
TEC,1990,427282191
TEC,1989,424805449
TEC,1988,421417208
TEC,1987,417635043
TEC,1986,413657306
TEC,1985,409642788
TEC,1984,405559660
TEC,1983,401434284
TEC,1982,397542988
TEC,1981,393632708
TEC,1980,389610131
TEC,1979,385669994
TEC,1978,381826792
TEC,1977,377959108
TEC,1976,373993098
TEC,1975,369959058
TEC,1974,366086343
TEC,1973,362249658
TEC,1972,358451364
TEC,1971,354660485
TEC,1970,351017860
TEC,1969,347372826
TEC,1968,343594800
TEC,1967,339692825
TEC,1966,335704786
TEC,1965,331852935
TEC,1964,327271196
TEC,1963,322502356
TEC,1962,317744155
TEC,1961,313062858
TEC,1960,308424859
EUU,2021,446946712
EUU,2020,447479493
EUU,2019,447197811
EUU,2018,446915113
EUU,2017,446186344
EUU,2016,445487730
EUU,2015,444543761
EUU,2014,443576675
EUU,2013,442469469
EUU,2012,441395937
EUU,2011,440746989
EUU,2010,441532415
EUU,2009,440917801
EUU,2008,439876674
EUU,2007,438468397
EUU,2006,436998045
EUU,2005,435581949
EUU,2004,434040244
EUU,2003,432415932
EUU,2002,430881947
EUU,2001,429895628
EUU,2000,429328622
EUU,1999,428815486
EUU,1998,428109867
EUU,1997,427538048
EUU,1996,426896861
EUU,1995,426203356
EUU,1994,425399126
EUU,1993,424341124
EUU,1992,422963890
EUU,1991,421730520
EUU,1990,420477999
EUU,1989,419073139
EUU,1988,417653046
EUU,1987,416301843
EUU,1986,415076367
EUU,1985,413924499
EUU,1984,412931321
EUU,1983,411974424
EUU,1982,410895608
EUU,1981,409551911
EUU,1980,407875838
EUU,1979,406051882
EUU,1978,404271789
EUU,1977,402425493
EUU,1976,400473497
EUU,1975,398316579
EUU,1974,395949381
EUU,1973,393524745
EUU,1972,390995000
EUU,1971,388391948
EUU,1970,386322917
EUU,1969,384216977
EUU,1968,381605442
EUU,1967,378917964
EUU,1966,376039129
EUU,1965,373032729
EUU,1964,369850237
EUU,1963,366516509
EUU,1962,363200480
EUU,1961,359998408
EUU,1960,356906098
FCS,2021,982980816
FCS,2020,960960554
FCS,2019,940026046
FCS,2018,920103533
FCS,2017,900872423
FCS,2016,881938038
FCS,2015,863004250
FCS,2014,843965097
FCS,2013,825010695
FCS,2012,806049519
FCS,2011,787410667
FCS,2010,769284359
FCS,2009,751670859
FCS,2008,734518852
FCS,2007,717800479
FCS,2006,701424971
FCS,2005,685344194
FCS,2004,669513957
FCS,2003,653940662
FCS,2002,638757970
FCS,2001,624175036
FCS,2000,610277815
FCS,1999,597146811
FCS,1998,584769423
FCS,1997,572655639
FCS,1996,560351009
FCS,1995,547780237
FCS,1994,534779779
FCS,1993,521373546
FCS,1992,507733564
FCS,1991,494469828
FCS,1990,482058865
FCS,1989,468655819
FCS,1988,457884476
FCS,1987,447772838
FCS,1986,438095611
FCS,1985,428652839
FCS,1984,419418477
FCS,1983,410381153
FCS,1982,401516218
FCS,1981,392770274
FCS,1980,383990304
FCS,1979,375266501
FCS,1978,366560923
FCS,1977,357943647
FCS,1976,349514957
FCS,1975,341348073
FCS,1974,333463168
FCS,1973,325837597
FCS,1972,318462078
FCS,1971,311311083
FCS,1970,304369852
FCS,1969,297637311
FCS,1968,291117502
FCS,1967,284794041
FCS,1966,278645121
FCS,1965,272657455
FCS,1964,266820455
FCS,1963,261136143
FCS,1962,255615131
FCS,1961,250274396
FCS,1960,245134016
HPC,2021,845522272
HPC,2020,823480038
HPC,2019,801708019
HPC,2018,780234453
HPC,2017,759106118
HPC,2016,738387077
HPC,2015,718128408
HPC,2014,698336663
HPC,2013,679013004
HPC,2012,660193919
HPC,2011,641921373
HPC,2010,624219296
HPC,2009,607115601
HPC,2008,590590409
HPC,2007,574560319
HPC,2006,558909246
HPC,2005,543555314
HPC,2004,528444638
HPC,2003,513601222
HPC,2002,499113608
HPC,2001,485112670
HPC,2000,471680803
HPC,1999,458867418
HPC,1998,446608371
HPC,1997,434736157
HPC,1996,423019239
HPC,1995,411298637
HPC,1994,399503994
HPC,1993,387705086
HPC,1992,376055877
HPC,1991,364782214
HPC,1990,354047283
HPC,1989,343887503
HPC,1988,334249174
HPC,1987,325095129
HPC,1986,316358167
HPC,1985,307980326
HPC,1984,299959455
HPC,1983,292290400
HPC,1982,284905161
HPC,1981,277719154
HPC,1980,270668519
HPC,1979,263721632
HPC,1978,256880818
HPC,1977,250160343
HPC,1976,243590882
HPC,1975,237195030
HPC,1974,230970270
HPC,1973,224905337
HPC,1972,219004306
HPC,1971,213272593
HPC,1970,207714326
HPC,1969,202329958
HPC,1968,197119416
HPC,1967,192084675
HPC,1966,187227553
HPC,1965,182548798
HPC,1964,178048131
HPC,1963,173722891
HPC,1962,169567052
HPC,1961,165573136
HPC,1960,161734348
,2021,1241374277
,2020,1240684527
,2019,1234830048
,2018,1229836619
,2017,1224138952
,2016,1217994923
,2015,1211083838
,2014,1204216436
,2013,1197153389
,2012,1190276979
,2011,1183478609
,2010,1178066137
,2009,1170539840
,2008,1162203098
,2007,1153028462
,2006,1144406539
,2005,1136053424
,2004,1128394861
,2003,1120929677
,2002,1113896452
,2001,1107011730
,2000,1100273778
,1999,1093621979
,1998,1086903084
,1997,1080137470
,1996,1073216638
,1995,1066126401
,1994,1057433274
,1993,1049927786
,1992,1041867977
,1991,1035674907
,1990,1027335329
,1989,1019532534
,1988,1012114531
,1987,1005128469
,1986,998279807
,1985,991502342
,1984,984908998
,1983,978357881
,1982,971441774
,1981,964047910
,1980,956248921
,1979,948459572
,1978,940435282
,1977,932721106
,1976,925062260
,1975,917253488
,1974,908856696
,1973,900281397
,1972,891567144
,1971,882572657
,1970,872321331
,1969,863734899
,1968,855118538
,1967,846615712
,1966,837984905
,1965,828931850
,1964,819344462
,1963,809385030
,1962,799334016
,1961,789211684
,1960,779313752
IBD,2021,4895295243
IBD,2020,4862446431
IBD,2019,4826259460
IBD,2018,4787343661
IBD,2017,4746018766
IBD,2016,4701907494
IBD,2015,4657516187
IBD,2014,4612371789
IBD,2013,4566062769
IBD,2012,4518944265
IBD,2011,4471931983
IBD,2010,4427039470
IBD,2009,4383682686
IBD,2008,4340107147
IBD,2007,4296851873
IBD,2006,4253850306
IBD,2005,4210302243
IBD,2004,4166298061
IBD,2003,4122139637
IBD,2002,4077635144
IBD,2001,4032814517
IBD,2000,3987186829
IBD,1999,3940452377
IBD,1998,3892057436
IBD,1997,3842263818
IBD,1996,3791695401
IBD,1995,3740821342
IBD,1994,3689444106
IBD,1993,3636953514
IBD,1992,3583654056
IBD,1991,3529273394
IBD,1990,3472795732
IBD,1989,3414926034
IBD,1988,3355391546
IBD,1987,3294789920
IBD,1986,3234352999
IBD,1985,3175484847
IBD,1984,3118212761
IBD,1983,3061809639
IBD,1982,3004914790
IBD,1981,2948643246
IBD,1980,2895270850
IBD,1979,2843436775
IBD,1978,2792102883
IBD,1977,2741759767
IBD,1976,2691929607
IBD,1975,2641036429
IBD,1974,2589035943
IBD,1973,2535259156
IBD,1972,2480636089
IBD,1971,2425733326
IBD,1970,2369907013
IBD,1969,2315407668
IBD,1968,2262350288
IBD,1967,2211446261
IBD,1966,2161881347
IBD,1965,2111931236
IBD,1964,2065153294
IBD,1963,2019553695
IBD,1962,1974018983
IBD,1961,1940356959
IBD,1960,1919643259
IBT,2021,6642614110
IBT,2020,6571053159
IBT,2019,6496952025
IBT,2018,6420905201
IBT,2017,6343292514
IBT,2016,6263736146
IBT,2015,6184735051
IBT,2014,6105863361
IBT,2013,6026674017
IBT,2012,5947406419
IBT,2011,5868805803
IBT,2010,5792386087
IBT,2009,5717805879
IBT,2008,5643683607
IBT,2007,5570325587
IBT,2006,5497768362
IBT,2005,5425273244
IBT,2004,5352906491
IBT,2003,5280906028
IBT,2002,5209071406
IBT,2001,5137393838
IBT,2000,5065355830
IBT,1999,4992700760
IBT,1998,4919044671
IBT,1997,4844171403
IBT,1996,4768632422
IBT,1995,4693043793
IBT,1994,4617236728
IBT,1993,4540599237
IBT,1992,4463428329
IBT,1991,4385564153
IBT,1990,4306159746
IBT,1989,4225751603
IBT,1988,4144329655
IBT,1987,4062409031
IBT,1986,3981206664
IBT,1985,3902131693
IBT,1984,3825225748
IBT,1983,3749764704
IBT,1982,3674370514
IBT,1981,3600136821
IBT,1980,3529315742
IBT,1979,3460519136
IBT,1978,3392709227
IBT,1977,3326428526
IBT,1976,3261263509
IBT,1975,3195675150
IBT,1974,3129647875
IBT,1973,3062459678
IBT,1972,2994908497
IBT,1971,2927364907
IBT,1970,2859058030
IBT,1969,2792171255
IBT,1968,2726850543
IBT,1967,2663895780
IBT,1966,2602626879
IBT,1965,2541414856
IBT,1964,2483839827
IBT,1963,2427869417
IBT,1962,2372380699
IBT,1961,2329154652
IBT,1960,2299245319
IDB,2021,586883422
IDB,2020,574159138
IDB,2019,561571929
IDB,2018,549127807
IDB,2017,536871945
IDB,2016,524794580
IDB,2015,512877239
IDB,2014,501146189
IDB,2013,489624577
IDB,2012,478335316
IDB,2011,467267685
IDB,2010,456049577
IDB,2009,444998547
IDB,2008,434469632
IDB,2007,424192620
IDB,2006,414232540
IDB,2005,404615733
IDB,2004,395320129
IDB,2003,386309887
IDB,2002,377512139
IDB,2001,368820674
IDB,2000,360173395
IDB,1999,351519915
IDB,1998,342980973
IDB,1997,334399195
IDB,1996,325908669
IDB,1995,317616125
IDB,1994,309568084
IDB,1993,301679823
IDB,1992,293874928
IDB,1991,286142541
IDB,1990,278496624
IDB,1989,270718966
IDB,1988,263097505
IDB,1987,255551895
IDB,1986,248127780
IDB,1985,240860675
IDB,1984,233765810
IDB,1983,226841896
IDB,1982,220088448
IDB,1981,213499720
IDB,1980,207074946
IDB,1979,200810543
IDB,1978,194720560
IDB,1977,188841826
IDB,1976,183221937
IDB,1975,177892039
IDB,1974,172867304
IDB,1973,168129765
IDB,1972,163635977
IDB,1971,159323709
IDB,1970,155145837
IDB,1969,151087339
IDB,1968,147154758
IDB,1967,143347860
IDB,1966,139672971
IDB,1965,136134348
IDB,1964,132726682
IDB,1963,129443834
IDB,1962,126289838
IDB,1961,123270998
IDB,1960,120391642
IDX,2021,1160435445
IDX,2020,1134447590
IDX,2019,1109120636
IDX,2018,1084433733
IDX,2017,1060401803
IDX,2016,1037034072
IDX,2015,1014341625
IDX,2014,992345383
IDX,2013,970986671
IDX,2012,950126838
IDX,2011,929606135
IDX,2010,909297040
